id,year,bbl,organization_name,dbn,short_dbn,project_title,project_type,organization_address,requested_amt,requested_amt_c,funding,funding_c,lat,lng,CounDist,BoroCD
971,2019,1013730001,"Four Freedoms Park Conservancy, Inc.",,,Enhanced Access for Visitors with Mobility Disabilities at FDR Four Freedoms State Park,Park,"1 FDR Four Freedoms Park, Roosevelt Island, NY, 10044",,,$0,0,40.75101,-73.96019,5,108
109,2014,1013730001,P.S./I.S. 217 Roosevelt Island School,02M217,M217,Green Roof Project,Public School,645 Main Street,"* 35,000.00",35000,35000,35000,40.76389,-73.94792,5,108
391,2016,1013730001,P.S./I.S. 217 Roosevelt Island School,02M217,M217,Greenroof,Public School,"645 Main St, New York, NY 10044",,,250000,250000,40.76389,-73.94792,5,108
589,2017,1013730001,P.S./I.S. 217 Roosevelt Island School,02M217,M217,Green Roof,Public School,645 Main Street,,,200000,200000,40.76389,-73.94792,5,108
405,2016,1013730030,Roosevelt Island Library,,,New Branch,Library,"524 Main St, New York, NY 10044",,,250000,250000,40.7613,-73.95028,5,108
266,2016,1013830033,Americas Society,,,Exterior Restoration,Cultural Organization,680 Park Avenue,,,35000,35000,40.76874,-73.96556,4,108
1427,2020,1013850001,The Frick Museum,,,Expansion and Upgrade,Cultural Organization,"1 East 70th Street New York, NY 10021",,,"$200,000",200000,40.77122,-73.96718,4,108
853,2018,1013970060,"Society of Illustrators, Inc.",,,IT/Computer Equipment System,Cultural Organization,"128 East 63rd
Street 10065",,,40000,40000,40.7649,-73.96677,4,108
122,2014,1014010001,"Seventh Regiment Armory Conservancy, Inc.",,,New North Core Project,Cultural Organization,643 Park Avenue,"* 300,000.00",300000,300000,300000,40.76749,-73.96645,4,108
411,2016,1014010001,"Seventh Regiment Armory Conservancy, Inc.",,,North Mechanical Core Renovation,Cultural Organization,643 Park Avenue,,,400000,400000,40.76749,-73.96645,4,108
604,2017,1014010001,"Seventh Regiment Armory Conservancy, Inc.",,,Drill Hall Waterproofing & Masonry Work,Cultural Organization,"643 Park Avenue, New York, NY 10065",,,100000,100000,40.76749,-73.96645,4,108
851,2018,1014010001,"Seventh Regiment Armory Conservancy, Inc.",,,Drill Hall North Waterproofing and Roof,Cultural Organization,"643 Park Avenue
10065",,,250000,250000,40.76749,-73.96645,4,108
1149,2019,1014010001,"Seventh Regiment Armory Conservancy, Inc.",,,Drill Hall Floor Replacement,Cultural Organization,"643 Park Avenue New York, NY 10065",,,"$50,000",50000,40.76723,-73.9655,4,108
1150,2019,1014010001,"Seventh Regiment Armory Conservancy, Inc.",,,Drill Hall Floor Replacement,Cultural Organization,643 Park Avenue New York NY 10065,,,"$50,000",50000,40.76723,-73.9655,4,108
29,2014,1014030001,CUNY Hunter College,,,Library and Learning Center Upgrades,College,695 Park Avenue,"* 1,500,000.00",1500000,0,0,40.76897,-73.96537,4,108
165,2015,1014030001,CUNY Hunter College,,,Black Box Media and Arts Space Renovation,College,"695 Park Avenue, New York, NY 10065",,,"$300,000",300000,40.76897,-73.96537,4,108
284,2016,1014030001,CUNY Hunter College,,,Black Box Theater Renovation,College,"695 Park Ave, New York, NY 10065",,,200000,200000,40.76897,-73.96537,4,108
477,2017,1014030001,CUNY Hunter College,,,Black Box Renovation,College,695 Park Avenue,,,250000,250000,40.76897,-73.96537,4,108
679,2018,1014030001,CUNY Hunter College,,,Hunter College Computer Science Expansion,College,"695 Park Avenue, New York, NY 10065",,,200000,200000,40.76897,-73.96537,4,108
941,2019,1014030001,CUNY Hunter College,,,Hunter College Computer Science Expansion,College,"695 Park Avenue New York, NY 10065",,,"$250,000",250000,40.76859,-73.9647,4,108
942,2019,1014030001,CUNY Hunter College,,,Hunter College Computer Science Expansion,College,"695 Park Avenue, New York, NY, 10065",,,"$250,000",250000,40.76859,-73.9647,4,108
344,2016,1014040049,Manhattan High School for Girls,CS1,CS1,Technology Upgrades,Public School,"154 E 70th St New York, NY",,,100000,100000,40.76889,-73.96265,4,108
60,2014,1014110001,Lenox Hill Hospital,,,Emergency evacuation vehicle,Hospital,100 East 77th Street,"$285,000.00",285000,0,0,40.77418,-73.96115,4,108
61,2014,1014110001,Lenox Hill Hospital,,,Moveable End of Life Equipment Replacement Project,Hospital,100 East 77th Street,"$186,872.00",186872,0,0,40.77418,-73.96115,4,108
102,2014,1014180007,P.S. 267 East Side Elementary School,02M267,M267,Smart Board Upgrade and Professional Development; Electronic Message Board Project,Public School,213 East 63rd Street,"* 47,234.88",47235,48000,48000,40.76384,-73.96422,4,108
189,2015,1014300005,M.S. 167M - Robert F. Wagner Middle School,02M167,M167,Technology Upgrade,Public School,"220 East 76th Street, New York, NY 10021",,,"$50,000",50000,40.77205,-73.95807,4,108
508,2017,1014300005,M.S. 167M - Robert F. Wagner Middle School,02M167,M167,Classroom Technology Upgrade,Public School,220 East 76th Street,,,100000,100000,40.77205,-73.95807,4,108
744,2018,1014300005,M.S. 167M - Robert F. Wagner Middle School,02M167,M167,Science Lab Upgrade,Public School,"220 East 76th Street, New York, NY 10021",,,100000,100000,40.77205,-73.95807,4,108
1295,2020,1014300005,M.S. 167M - Robert F. Wagner Middle School,02M167,M167,Technology Upgrade,Public School,"220 East 76th Street, New York, NY 10021",,,"$75,000",75000,40.77169,-73.95801,4,108
1216,2020,1014360122,351 East 61st Street Housing Development Fund Corporation,,,Senior Housing Renovation,Housing,"351 East 61st Street New York, NY 10065",,,"$150,000",150000,40.76121,-73.96138,5,108
77,2014,1014410040,"New York Blood Center, Inc",,,Purchase of an ImageStreamX Flow Cytometer machine,Social Services Organization,310 East 67th Street,"* 200,000.00",200000,0,0,40.76539,-73.96017,5,108
242,2015,1014420001,Talent Unlimited High School,02M519,M519,Technology Upgrade,Public School,"300 E 68th Street, New York, NY 10065",,,"$50,000",50000,40.76608,-73.95988,5,108
420,2016,1014420001,Talent Unlimited High School,02M519,M519,Auditorium  Upgrades,Public School,"300 E 68th St #540, New York, NY 10065",,,90000,90000,40.76608,-73.95988,5,108
62,2014,1014450014,"Lenox Hill Neighborhood House, Inc.",,,Elevator and Green-Roof Project,Social Services Organization,331 East 70th Street,"* 850,000.00",850000,0,0,40.76693,-73.95795,5,108
184,2015,1014450014,"Lenox Hill Neighborhood House, Inc.",,,Play Roof and Greenhouse Renovation,Social Services Organization,"331 East 70th Street, New York, NY 10021",,,"$50,000",50000,40.76693,-73.95795,5,108
570,2017,1014610007,P.S. 183 Robert L. Stevenson,02M183,M183,Classroom Technology Upgrade,Public School,419 East 66th Street,,,100000,100000,40.76374,-73.95815,5,108
1376,2020,1014610007,P.S. 183 Robert L. Stevenson,02M183,M183,Technology Upgrade,Public School,"419 East 66th Street 
New York, NY 10065",,,"$35,000",35000,40.76376,-73.95777,5,108
1255,2020,1014710005,Eleanor Roosevelt High School,02M416,M416,Technology Upgrade,Public School,"411 East 76th Street 
New York, NY 10021",,,"$75,000",75000,40.77029,-73.95327,5,108
426,2016,1014720003,The Carter Burden Center for the Aging,,,HVAC System,Social Services Organization,"1484 1st Avenue, New York, NY 10075",,,600000,600000,40.77124,-73.95348,5,108
613,2017,1014720003,The Carter Burden Center for the Aging,,,Covello Kitchen Relocation,Social Services Organization,1484 First Avenue,,,100000,100000,40.77124,-73.95348,5,108
139,2014,1014800001,The New York Presbyterian Hospital,,,Technological Improvement Project,Hospital,"525 East 68th Street, W 104","* 500,000.00",500000,500000,500000,40.76415,-73.95525,5,108
336,2016,1014890001,M.S. 177 Yorkville East Middle School,02M177,M177,Technology Upgrades,Public School,"1458 York Avenue, New York, NY 10075",,,100000,100000,40.77042,-73.95114,5,108
745,2018,1014890001,M.S. 177 Yorkville East Middle School,02M177,M177,Classroom Technology Upgrades,Public School,"1458 York Avenue, New York, NY 10075",,,100000,100000,40.77042,-73.95114,5,108
807,2018,1014890001,P.S. 158 Bayard Taylor,02M158,M158,Security Camera System,Public School,"1458 York Ave, New York, NY,
10075",,,100000,100000,40.77042,-73.95114,5,108
89,2014,1014930021,P.S. 006 Lillie Devereaux Blake School,02M006,M006,Auditorium Upgrade and Refurbishment Project,Public School,45 East 81st Street,"* 125,000.00",125000,125000,125000,40.77746,-73.96071,4,108
211,2015,1014930021,P.S. 006 Lillie Devereaux Blake School,02M006,M006,Schoolyard Renovation,Public School,"45 East 81st Street, New York, NY 10028",,,"$100,000",100000,40.77746,-73.96071,4,108
359,2016,1014930021,P.S. 006 Lillie Devereaux Blake School,02M006,M006,School Yard Renovation,Public School,"45 E 81st St, New York, NY 10028",,,130000,130000,40.77746,-73.96071,4,108
500,2017,1015040001,Jewish Museum,,,Computer System,Cultural Organization,"1109 Fifth Avenue, New York, NY 10128",,,200000,200000,40.7853,-73.95726,4,108
166,2015,1015060021,CUNY Hunter College - Campus Schools,00Z017,Z017,Indoor Athletic Facility Renovations,Public School,"71 East 94th St, New York, NY, 10128",,,"$46,000",46000,40.7856,-73.95432,4,108
285,2016,1015060021,CUNY Hunter College - Campus Schools,00Z017,Z017,Athletics Facilities Renovation,Public School,"71 E 94th St, New York, NY 10128",,,63000,63000,40.7856,-73.95432,4,108
478,2017,1015060021,CUNY Hunter College - Campus Schools,00Z017,Z017,Athletic Facilities Renovation,Public School,71 East 94th Street,,,115000,115000,40.7856,-73.95432,4,108
943,2019,1015060021,CUNY Hunter College - Campus Schools,00Z017,Z017,Campus Schools Glass Box,Public School,"71 East 94th Street New York, NY, 10128",,,"$100,000",100000,40.78582,-73.95389,4,108
944,2019,1015060021,CUNY Hunter College - Campus Schools,00Z017,Z017,Hunter College Campus Schools Glass Box,Public School,"71 East 94th Street, New York, NY, 10128",,,"$100,000",100000,40.78582,-73.95389,4,108
1393,2020,1015167502,P.S. M169 - Robert F. Kennedy,75M169,M169,Sound System Upgrade,Public School,"110 East 88 Street 
New York, NY 10028",,,"$50,000",50000,40.78082,-73.95558,4,108
444,2016,1015200050,The Young Men's and Young Women's Hebrew Association,,,92Y Integrated Security Project,Cultural Organization,1395 Lexington Avenue,,,150000,150000,40.78305,-73.95298,5,108
635,2017,1015200050,The Young Men's and Young Women's Hebrew Association,,,Fire Alarm System Upgrade,Cultural Organization,"1395 Lexington Avenue, New York NY 10128",,,150000,150000,40.78305,-73.95298,5,108
1446,2020,1015200050,The Young Men's and Young Women's Hebrew Association,,,North Wing Elevator Modernization,Cultural Organization,"1395 Lexington Avenue New York, NY 10128",,,"$100,000",100000,40.78293,-73.95252,5,108
383,2016,1015240023,P.S. 198 Isador E. Ida Straus - The Straus School,02M198,M198,Cafeteria Renovation,Public School,"1700 3rd Ave, New York, NY 10128",,,250000,250000,40.78483,-73.94961,5,108
576,2017,1015240023,P.S. 198 Isador E. Ida Straus - The Straus School,02M198,M198,Split Level HVAC for Auditorium and Cafeteria Installation,Public School,1700 Third Avenue,,,250000,250000,40.78483,-73.94961,5,108
818,2018,1015240023,P.S. 198 Isador E. Ida Straus - The Straus School,02M198,M198,"Auditorium A/V Equipment and Cafeteria Sound System
Upgrades",Public School,"1700 Third Avenue, New York, NY 10128",,,150000,150000,40.78483,-73.94961,5,108
1113,2019,1015240023,P.S. 198 Isador E. Ida Straus - The Straus School (PTA) / P.S. 77 Lower Lab School for Gifted Education,02M077 / 02M198,M077 / M198,Cafeteria Renovation,Public School,"1700 3rd Avenue New York, NY 10128",,,"$100,000",100000,40.78501,-73.95003,5,108
106,2014,1015240023,P.S. 77 Lower Lab School for Gifted Education,02M077,M077,Auditorium Renovation Project,Public School,1700 Third Avenue,"$300,000.00",300000,,,40.78483,-73.94961,5,108
388,2016,1015240023,P.S. 77 Lower Lab School for Gifted Education,02M077,M077,Computer Lab Classroom,Public School,"1700 3rd Ave, New York, NY 10128",,,100000,100000,40.78483,-73.94961,5,108
828,2018,1015240023,P.S. 77 Lower Lab School for Gifted Education,02M077,M077,Computer Room Electrical Upgrade,Public School,"1700 Third Avenue, New York,
NY 10128",,,100000,100000,40.78483,-73.94961,5,108
1327,2020,1015240064,NY Public Library,,,NYPL Multibranch HVAC Replacements,Library,"96th street, 125th Street, Fort Washington, George Bruce",,,"$200,000",200000,40.78593,-73.95185,4,108
103,2014,1015450005,P.S. 290 Manhattan New School,02M290,M290,Green Roof & Green House Project,Public School,311 East 82nd Street,"* 1,500,000.00",1500000,,,40.77508,-73.9531,5,108
1115,2019,1015450005,P.S. 290 Manhattan New School,02M290,M290,Technology Upgrades,Public School,"311 East 82nd Street New York, NY 10028",,,"$70,000",70000,40.77514,-73.95281,5,108
1384,2020,1015450005,P.S. 290 Manhattan New School,02M290,M290,Outdoor Playspace/Green Roof,Public School,"311 East 82nd Street 
New York, NY 10028",,,"$500,000",500000,40.77514,-73.95281,5,108
1116,2019,1015540015,P.S. 290 Manhattan New School,02M290,M290,Technology Upgrades,Public School,"323 East 91 Street 
New York, NY 10128",,,"$50,000",50000,40.78066,-73.94786,5,108
224,2015,1015540015,P.S. 527 - East Side School for Social Action Middle School,02M527,M527,Technology Upgrade,Public School,"323 E 91st Street, New York, NY 10128",,,"$50,000",50000,40.78076,-73.94869,5,108
826,2018,1015540015,P.S. 527 - East Side School for Social Action Middle School,02M527,M527,Classroom Technology Upgrades,Public School,"323 East 91 Street, New York, NY
10128",,,100000,100000,40.78076,-73.94869,5,108
188,2015,1015540032,M.S. 114 East Side Middle School,02M114,M114,ESMS Technology Expansion,Public School,"331 East 91st Street, New York, NY 10128",,,"$35,000",35000,40.78071,-73.94855,5,108
742,2018,1015540032,M.S. 114 East Side Middle School,02M114,M114,Classroom Technology Upgrades,Public School,"331 E 91st St, New York, NY 10128",,,100000,100000,40.78071,-73.94855,5,108
584,2017,1015540032,P.S. 527 - East Side School for Social Action Middle School,02M527,M527,Hydroponics Learning Infrastructure,Public School,331 East 91st Street,,,100000,100000,40.78071,-73.94855,5,108
1120,2019,1015540032,P.S. 527 - East Side School for Social Action Middle School,02M527,M527,Technology Upgrades,Public School,"331 E. 91st St. 
New York, NY 10128",,,"$50,000",50000,40.78048,-73.94754,5,108
504,2017,1015580034,Life Sciences Secondary School,02M655,M655,Gym Renovation,Public School,320 East 96th Street,,,200000,200000,40.78363,-73.94564,5,108
1289,2020,1015580034,Life Sciences Secondary School,02M655,M655,Technology Upgrade,Public School,"320 East 96th Street 
New York, NY 10128",,,"$65,000",65000,40.78329,-73.94593,5,108
8,2014,1015660008,Association to Benefit Children,,,Building Rehabilitation Project,Social Services Organization,419 East 86th Street,"* 99,799.00",99799,0,0,40.77651,-73.94849,5,108
651,2018,1015660008,Association to Benefit Children,,,Cassidys Place Renovation,Social Services Organization,"419 East 86th
Street 10128",,,180000,180000,40.77651,-73.94849,5,108
559,2017,1015680008,P.S. 151 - Yorkville Community School,02M151,M151,Hydroponics Learning Infrastructure,Public School,421 East 88th Street,,,100000,100000,40.77791,-73.94776,5,108
127,2014,1015730001,"Stanley M. Isaacs Neighborhood Center, Inc.",,,Youth and Senior Center Renovation Completion Project,Social Services Organization,415 East 93rd Street,"* 270,701.00",270701,263000,263000,40.7809,-73.94511,5,108
1415,2020,1015730001,"Stanley M. Isaacs Neighborhood Center, Inc.",,,Senior Center Bathroom Renovations,Cultural Organization,"415 East 93rd Street New York, NY 10128",,,"$300,000",300000,40.78126,-73.94513,5,108
7,2014,1015870001,"Asphalt Green, Inc.",,,Pool Filtration System Replacement Project.,Park,555 East 90th Street,"* 499,136.00",499136,0,0,40.77796,-73.944,5,108
649,2018,1015870001,"Asphalt Green, Inc.",,,Renovation of Walkway,Park,"1750 York Avenue
10128",,,200000,200000,40.77938,-73.9446,5,108
1223,2020,1015870001,"Asphalt Green, Inc.",,,Emergency Generator Project,Park,"555 East 90th Street New York, NY 10128",,,"$100,000",100000,40.77822,-73.94344,5,108
466,2017,1015920001,Carl Schurz Park,,,Carl Schurz Park Playground Renovation,Park,97 South End Avenue,,,300000,300000,40.7751,-73.94379,5,108
659,2018,1015920001,Carl Schurz Playground,,,Reconstruction Project,Park,"East End Ave. to East River, E.  84 St to E. 95 St",,,475000,475000,40.77508,-73.94384,5,108
